"candidate_term","candidate_token","neighbor_count","seed_count","seed_terms","concept_groups","query_statuses","best_rank","max_similarity","mean_similarity","review_decision","include_v2","review_notes","review_priority","suggested_review_group","auto_screen_confidence","auto_screen_reason"
"cv25 soc","cv25_soc","13","1","computer vision","ai_methods","exact_key","43","0.685883","0.685883","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"lidar et cetera","lidar_et_cetera","14","1","computer vision","ai_methods","exact_key","44","0.684496","0.684496","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"cv22aq","cv22aq","21","1","computer vision","ai_methods","exact_key","45","0.683977","0.683977","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"radars lidars","radars_lidars","17","1","computer vision","ai_methods","exact_key","46","0.683607","0.683607","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"ambarella's cvflow","ambarella's_cvflow","15","1","computer vision","ai_methods","exact_key","50","0.681159","0.681159","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"conversational interfaces","conversational_interfaces","53","1","natural language processing","ai_methods","exact_key","50","0.675921","0.675921","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"gpu-accelerated","gpu-accelerated","72","1","AI applications","ai_technology","exact_key","47","0.675897","0.675897","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"bst's","bst's","10","1","artificial intelligence technologies","core_ai","exact_key","31","0.675330","0.675330","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"physics-based simulation","physics-based_simulation","37","1","artificial intelligence technologies","core_ai","exact_key","33","0.675029","0.675029","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"taskflow","taskflow","5","1","AI skills","ai_workforce","exact_key","31","0.672843","0.672843","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"bluefield dpus","bluefield_dpus","17","1","AI applications","ai_technology","exact_key","49","0.672725","0.672725","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"gpu-based","gpu-based","128","1","AI applications","ai_technology","exact_key","50","0.672705","0.672705","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"neurodecision","neurodecision","5","1","artificial intelligence technology","core_ai","exact_key","32","0.671416","0.671416","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"tcs cognix","tcs_cognix","14","1","AI skills","ai_workforce","exact_key","36","0.669872","0.669872","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"nm500","nm500","34","1","neural network","core_ai","exact_key","33","0.669184","0.669184","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"levelsets","levelsets","9","1","AI skills","ai_workforce","exact_key","39","0.668290","0.668290","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"storyfit","storyfit","11","1","artificial intelligence technology","core_ai","exact_key","38","0.668245","0.668245","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"skills-first","skills-first","8","1","AI skills","ai_workforce","exact_key","40","0.667556","0.667556","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"servicenext","servicenext","5","1","artificial intelligence technologies","core_ai","exact_key","38","0.667404","0.667404","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"megamolbart","megamolbart","7","1","GPT-3","gen_ai","exact_key","34","0.666952","0.666952","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"nextlabs","nextlabs","7","1","AI skills","ai_workforce","exact_key","44","0.665684","0.665684","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"deepmind's","deepmind's","12","1","artificial intelligence technology","core_ai","exact_key","41","0.665396","0.665396","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"midjourney","midjourney","36","1","ChatGPT","gen_ai","exact_key","43","0.664905","0.664905","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"in-platform audit","in-platform_audit","17","1","AI skills","ai_workforce","exact_key","46","0.664774","0.664774","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"lstm","lstm","5","1","neural network","core_ai","exact_key","38","0.664240","0.664240","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"futurefit","futurefit","10","1","AI skills","ai_workforce","exact_key","48","0.663774","0.663774","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"tensorrt","tensorrt","177","1","neural network","core_ai","exact_key","40","0.663380","0.663380","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"akida","akida","304","1","neural network","core_ai","exact_key","41","0.663266","0.663266","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"privacy-enhancing","privacy-enhancing","11","1","artificial intelligence technologies","core_ai","exact_key","42","0.662666","0.662666","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"benefitsaige","benefitsaige","20","1","artificial intelligence technology","core_ai","exact_key","42","0.662558","0.662558","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"cdnn","cdnn","13","1","neural network","core_ai","exact_key","44","0.662133","0.662133","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"salesforce einstein","salesforce_einstein","73","1","ChatGPT","gen_ai","exact_key","44","0.662132","0.662132","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"brewright","brewright","5","1","artificial intelligence technologies","core_ai","exact_key","46","0.660541","0.660541","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"onesykes","onesykes","5","1","artificial intelligence technologies","core_ai","exact_key","47","0.660489","0.660489","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"google cloud's","google_cloud's","72","1","AI solutions","ai_activity","exact_key","40","0.660472","0.660472","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"manual tasks","manual_tasks","324","1","robotic process automation","automation_robotics","exact_key","32","0.660420","0.660420","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"int8","int8","34","1","neural network","core_ai","exact_key","46","0.659438","0.659438","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"privacy-preserving","privacy-preserving","29","1","artificial intelligence technologies","core_ai","exact_key","49","0.659068","0.659068","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"molmim","molmim","7","1","AI model","ai_technology","exact_key","44","0.658505","0.658505","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"hyperclova x","hyperclova_x","21","1","Generative AI technology","gen_ai","exact_key","34","0.658085","0.658085","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"openfold","openfold","6","1","GPT-3","gen_ai","exact_key","43","0.657698","0.657698","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"rock-to-dock","rock-to-dock","8","1","robotic process automation","automation_robotics","exact_key","33","0.657316","0.657316","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
